,公司名,城市,公司人数,公司领域,职位,发布时间,工资,工作年限,学历,岗位职责,岗位要求
563,上海迎诗贸易有限公司,上海,少于15人,"电商,消费生活",电商运营经理,2020-05-29 08:17:56,10k-12k,1-3年,大专,1.进行市场调研，分析客户需求，制定有效的营销活动；2.负责公司产品运营，挖掘产品特性，优化运营模式；3.研究平台类目及搜索引擎，提炼有用信息促进店铺经营；4.定期收集和分析运营数据，并根据数据提出有效的应对策略和产品需求分析；,"1、专科及以上学历;2、你需要有梦想，在互联网和电子商务领域对自己有较高的规划；3、你需要了解天猫，淘宝运营模式；4、你要对数据有基础的概念，因为数据是我们的核心；5、你需要对营销有一定了解，我们不仅仅是在卖货；6、你需要有一种坚忍不拔的精神，一股刻苦学习的干劲。
7、有强烈的职业发展诉求，愿意加入初创核心团队。"
564,上海舞雅文化传播有限公司,上海,50-150人,移动互联网,电商美工,2020-05-26 18:51:32,7k-8k,1-3年,大专,"1、店铺整体风格把控、线上各平台店铺各类设计制作（详情页、海报文案、主图文案....）
2、负责天猫淘宝等平台店铺的广告投放素材的创意设计，并不断优化，提升广告素材的投放效果；
3、负责产品详情页设计制作，直通车钻展广告图设计创作；
4、独立操作店铺陈列，负责店铺日常维护、产品更新，以增强店铺吸引力、产品销量
5、配合上级和团队做好组织协调工作及日常事务。
","1、大专及以上学历，艺术设计、平面设计、相关专业毕业，有服装或舞蹈行业经验的优先考虑
2、熟练淘宝天猫等店铺装修，精通PS、AI等设计软件，熟悉Html、CSS等网页前端技术的优先；
3、有良好的美学鉴赏、排版布局、色调搭配能力，有独立的创意思考能力；
4、有3年以上电商设计从业经验；熟悉店铺装修后台操作；
5、具有良好的沟通能力，团队合作精神，服从上级安排，配合工作；
工作地址"
565,南极电商（上海）有限公司,上海,150-500人,"电商,移动互联网",电商运营专员（管培生计划）,2020-05-11 13:20:43,8k-11k,1-3年,本科,"1.招商BD，对所属类目业务进行开拓招商、商家替换储备；
2.协助所属类目进行全年目标、规划布局、投产计划、年季月复盘计划等的执行；
3.负责内部流程处理（申领、报价、授权等）；日常数据统计分析，包括市场、竞品爆款、店铺等；
4.帮助客户争取活动资源，维护好类目小二关系，时刻了解类目发展方向；
5.合作客户日常沟通对接，引导商家做好销售，扩充深挖各条产品线；
6.完成公司GMV、收入等指标。
 
","1.全日制本科学历，电子商务、市场营销、工商管理等相关专业，1-2年电商运营工作或互联网经验优先；
2.了解天猫、京东等电商平台运营规则优先考虑；
3.具有良好的沟通表达能力，工作细致、严谨；
4.具有团队精神，工作以结果为导向；
5.熟练使用EXCEL等办公软件，能够出差；
 
福利"
566,上海联蔚数据科技有限公司,上海,150-500人,数据服务,电商数据分析师,2020-04-27 21:27:38,8k-13k,1-3年,本科,1、对品牌电商表现的进行分析，交付数据分析结果，协助出具分析报告；2、负责基于品牌的要求，进行基于电商平台的工具进行多维度的分析和洞察；3、将研究及项目成果以数据可视化形式产出，并将用户洞察交付外部或内部使用；,1、市场营销、会计、计算机等相关专业本科以上学历；2、具有良好的沟通能力；3、责任心强，良好的语言表达能力，擅长与人沟通；4、性格积极，注重工作细节，富有团队精神
567,颐海（北京）商贸有限责任公司,上海,2000人以上,电商、消费生活,电商运营专员,2020-05-28 07:02:38,8k-12k,3-5年,大专,,
568,广西北海利博盛安全用品有限公司,上海,500-2000人,其他,电商运营助理,2020-05-21 09:47:54,7k-9k,应届毕业生,本科,"1、本科及以上学历，应届毕业生,专业不限;
2、有数据分析能力，Excel熟练，会做数据表格，数据敏感度高；
3、英文或其他外语语种流利（英/日/德/法/意/西等），懂二外的更佳；
4、乐观，聪明，自驱，执行力强；
5、沟通能力强，乐于与人",
569,上海世衡信息科技有限公司,上海,50-150人,移动互联网,电商美工,2020-05-28 11:26:04,7k-11k,1-3年,不限,"1.负责天猫、淘宝店铺首页和内页的设计、改版及更新；
2.负责店铺日常Banner设计、活动KV，配合运营人员完成店铺活动广告的制作；
3.结合商品的特性制作成图文并茂、有美感、有吸引购买力的描述模板；
4.完成其他相关视觉设计工作。

","1.设计相关专业毕业，熟练运用PS、AI等平面设计软件。从事电商网页设计2年以上；
2.具有较强的理解和分析的能力，有责任心；
3.良好的沟通及学习能力，有团队精神；
4.具备较强的抗压能力，积极应对快节奏的工作方式。"
570,上海谦火网络科技有限公司,上海,50-150人,"软件开发,区块链",电商美工,2020-05-27 17:55:42,7k-12k,1-3年,大专,"1、负责公司在阿里巴巴国际站等平台的设计相关工作，包括店铺装修、活动页设计、产品详情设计及广告设计等；
2、根据商品的特性或者运营市场反馈，对主力商品详情页模板进行持续优化；
3、完成各类广告推广页面的设计，体现流量价值；
4、负责店铺整体形象设计更新，确认网页链接关系和页面核查，确保客户阅读体验；
5、负责设计公司网站及对外介绍的设计；
6、组织各类包装改进项目,如对包装材料、包装工艺的改进等；
7、完成上级交办的其他商品视觉展示工作。

","1、熟悉网页焦点理论，对网页布局有经验体会;对色彩构图敏感，有良好的审美观；
2、熟悉电子商务平台（天猫，淘宝，阿里巴巴国际站等），能独自完成商品详情页面设计；
3、2年以上设计经验，在电商公司独立完成过商品页面制作和优化，参与过商品详情页整体模板制作。
4、美术功底扎实，创意能力强，能独立完成设计项目，熟悉产品包装、宣传资料、品牌形象设计；
5、专业美术院校，视觉营销方向大专及以上学历；
6、熟练使用Photoshop美术设计软件。"
571,广州市尚瑞营销策划有限公司,上海,50-150人,"电商,企业服务",电商运营助理,2020-05-27 10:06:34,4k-5k,不限,大专,1、协助运营经理开展日常促销,"如活动设置、活动分析、数据跟踪与处理、流程跟进；
2、负责B2B平台后台的管理；
3、协助运营经理进行商品进销存管理；
4、 数据汇总与统计及PPT制作；
5、内部OA系统流程操作。

任职要求"
572,上海好奇蜜斯服饰有限公司,上海,15-50人,电商,电商美工设计师,2019-12-30 13:31:39,6k-9k,1年以下,大专,"1、根据产品需求完成设计，包括天猫、淘宝店铺设计（首页、专题图、海报、主图、活动图等）以及产品促销活动等的基础设计、网页设计等工作；
2、负责店铺产品各渠道banner、专题、详情页的制作及上传；
3、负责活动或新品的海报设计，店铺风格的更新。
4、了解最新的设计发展趋势，收集行业竞品的信息，从美术角度配合团队共同提高投放效果；

","1、全日制统招专科及以上学历；设计等相关专业。
2、专业技能"
573,禾闻商贸（上海）有限公司,上海,15-50人,"移动互联网,电商",电商运营助理,2020-02-29 16:56:15,6k-8k,1年以下,大专,6000-8000元1、除国家规定的法定节假日休息外，转正满1年后，还享有带薪10天年假；2、转正员工生日当天，享受带薪休假；3、试用期就享有饭贴4、提供专业的,新员工带薪入职培训、员工专业技能培训；5、按国家规定，福利社保一应俱全【招聘宣言】热情的伙伴，励志的团队；永远的朋友~ 他助攻，你冲锋，团结合作~ 在这里，飞速发展的互联网时代有你，有我~ 海纳百川~80！90！实力精英等你来挑战； 乐“学”之人的天堂，茫茫人海；蓦然回首，合适的人正在看禾闻的招聘广告~ 期待你的加入~~
574,武汉斗鱼网络科技有限公司,上海,2000人以上,文娱丨内容,电商直播运营（商家/专区方向）,2020-06-06 13:12:07,10k-20k,1-3年,本科,"1. 负责电商直播业务前，中，后各环节运营，能够根据部门业务目标，规划制定部门电商直播方向和方案；
   2.各项电商直播活动组织和发起，拟写可执行方案和跟进执行落地；
   3.指导商家，主播进行电商直播，落实各项直播间运作和玩法，提升其直播内容能力和电商卖货能力；
   4. 对直播商业化转化数据和直播流量粘性数据及相关用户指标负责，并定期制定实施增强运营效果的计划。
   ","1. 本科以上学历，电商直播行业两年以上工作经验；
   2. 沟通能力强，自驱能力强、执行能力强，擅长跨部门沟通及资源整合；
   3. 对数据敏感，善于数据分析和总结方法论，能够独立高效完成项目规划、执行、复盘；
   4.广泛关注各类相关领域动态，对直播，视频类产品、运营、玩法创新能够提供建设性想法。"
575,新蛋科技（成都）有限公司,上海,500-2000人,电商,跨境电商运营专员,2020-06-06 11:17:56,8k-10k,1-3年,本科,"1.负责跨境电商平台的产品选品，分析及及挖掘商家需求，协助达成销售目标；
2.负责产品竞价分析，提供有效的价格建议，协助商家优化产品类目以及提升销售表现；
3.与商家有效的合作，完成产品发布和促销计划，监控库存，确保促销活动的实施和达成目标，结果复盘；
 
","1. 本科及以上学历，良好的英文读写能力，熟练浏览及操作英文网站;
2. 三年以上互联网运营经验，有商家运营，品类运营经验优先;
3. 良好的责任心和客户服务意识，团队合作能力强；
4. 良好的自我驱动意识和主动性，有探索精神，能适应快速变化的环境和任务。

欢迎访问北美官网"
576,北京字节跳动科技有限公司,上海,2000人以上,文娱丨内容,测试开发工程师 - 抖音电商,2020-06-05 19:31:32,20k-40k,3-5年,本科,"1、负责字节跳动核心变现业务以及相关支撑系统的测试；
2、根据需求和交付要求编写测试脚本，搭建自动化测试环境，执行测试及Bug跟踪；
3、根据项目测试计划制定测试用例并实施，编写测试报告等相关文档，保证业务和系统质量和进度；
4、对互联网产品进行白盒测试、兼容性测试、容错性测试、运维测试等。
","1、计算机软件等相关专业本科（含）以上学历，2年以上测试经验；
2、从事过互联网行业者优先，有开发经验者优先；
3、掌握软件工程、软件测试理论、测试流程；
4、掌握各种软件测试技术、方法，如功能测试、性能测试、安全性、可靠性、界面等，掌握至少一种自动化测试工具；
5、具有良好的沟通协调和文档撰写能力；
6、善于发现、分析和总结问题，责任心强，吃苦耐劳，有抗压能力，能适应高强度的工作；
7、熟悉前端技术，包括JavaScript/HTML5/RN等；
8、熟悉Linux操作系统，熟悉MySQL数据库，熟悉共享缓存与消息中间件；
9、精通至少一种开发语言（PHP/GO优先）。"
577,南通顿琰网络科技有限公司,上海,150-500人,电商,电商美工,2020-06-05 17:30:34,6k-8k,1-3年,大专,"1、1年以上天猫，京东美工相关经验，有电商美工工作经验者优先。
2、熟练掌握photoshop ，熟悉Dreamweaver等设计软件；
3、熟悉网页焦点理论，对网页布局有经验的优先；对色彩敏感，能处理各种视觉冲突，有良好的审美观；
4、能独立完成亚马逊、EBAY店铺的主页美化，制作促销、描述模板，根据公司产品的上架情况和促销信息自主制作促销广告，对拍摄后的产品图进行校色、美化处理；
5、要求能用简介文案表达产品的卖点；
6、工作认真，有责任心，踏实肯干，富有团",
578,桦洁商贸（上海）有限公司,上海,150-500人,"电商,其他",电子商务运营（小红书）,2020-06-05 17:02:11,6k-8k,1-3年,本科,1、 协助网络营销渠道的建立、网络业务推广、和市场开拓，通过电子商务平台，发布公司产品和提升产品知名度；2、 处理小红书日常事务；3、 负责与市场部协调跟进网店销售产品上架、分类、产品信息调整工作；4、 负责各类网络营销推广活动数据统计、效果评估、信息搜集汇总上报。定期提交各类统计报表、分析报,"电子商务平台各类销售报表、数据统计分析，网上竞品销售分析等；5、 参与制订电子商务的各项工作计划等；6、 完成上级领导临时交办的工作；
任职资格"
579,桦洁商贸（上海）有限公司,上海,150-500人,"电商,其他",电子商务市场经理,2020-06-05 17:02:11,10k-20k,3-5年,本科,"1.负责公司品牌和产品网络口碑传播策略规划和实施2.负责公司品牌和公司产品在电子商务平台线上活动的策划和实施3.负责公司品牌在电子商务平台线上活动相关的社交媒体开发和维护4.统筹管理各电子商务平台的促销活动网页页面呈现5.对策划的促销活动进行详细的分析和效果进行评估6.根据各类电子商务平台的运营特色和受众分析，阶段性、季节性地开发各类互动营销栏目，以期达成运营指标7..综合分析各类电子商务平台运营状况，策划并优化产品介绍页面，增加访问量，提升整体设计水准
",1、本科及以上学历；5年以上电子商务市场相关工作经验；2、熟悉行业电子商务平台营销推广和执行流程，有相关广告公司经验者优先；3、有丰富的市场策划、营销推广、广告媒体工作经验；4、熟悉互联网、电子商务市场动态；5、有较强的管理及执行能力，能带领团队成员完成品牌市场推广工作，具有优秀的沟通协调能力；具有创新精神、能承受工作压力；6、具备较强的文字，良好的英语听说读写能力。
580,桦洁商贸（上海）有限公司,上海,150-500人,"电商,其他",电子商务渠道助理,2020-06-05 17:02:11,6k-8k,1年以下,不限, 负责统筹和概括公司各电子商务平台店铺销售产品的系列、元素、材质、卖点等，定期维护产品的标题、头图、分类、搭配、页面； 负责公司电子商务各平台互动渠道的内容产出，提升消费者的活跃度和粘性； 协助网络营销渠道的建立、网络业务推广和市场开拓，通过电子商务平台发布公司产品，提升产品知名度； 负责与其他部门沟通，协调跟进电子商务平台销售产品上架、分类、产品信息调整等工作； 负责各类网络营销推广活动数据统计、效果评估、信息搜集汇总上报。定期提交各类统计报表、分析报告，包括,"电子商务平台各类销售报表、数据统计分析，网上竞品销售分析等； 参与制订电子商务的各项工作计划； 完成上级安排的其他工作任务。
任职资格"
581,桦洁商贸（上海）有限公司,上海,150-500人,"电商,其他",Java开发工程师（电商平台）,2020-06-05 17:02:11,10k-15k,1-3年,不限,"1、熟悉JAVA、微服务架构 ； 2、熟悉Mysql ； 3、熟悉使用JavaScript、Easyui、jQuery、Bootstrap 等前端技术 4、熟悉Maven、Git、Jenkins 等集成开发工具 5、熟练使用任意一种异步消息中间件 如 Rabbit MQ； 6、有过电子商务交易软件（如OMS），或者仓储物流管理软件（WMS）项目，或者B2C 交易网站项目的实施、开发、维护项目经验者优先考虑； 7、协同他人组织跨团队沟通协作，确保系统架构内外设计合理或保障项目质量与进度； 8、思路清晰，逻辑分析能力强，对数据敏感尤佳；
",1、订单交易管理OMS 系统，仓储物流管理WMS 系统维护开发； 2、分析并解决软件开发过程中的问题、系统调试及开发文档编写； 3、跟踪开发结果，对项目负责
582,桦洁商贸（上海）有限公司,上海,150-500人,"电商,其他",电子商务数据助理,2020-06-05 17:02:10,6k-8k,不限,不限," 负责公司电商各平台日常销售数据的统计、归类、整理，分析线上渠道营运数据，监控运营成本； 根据店铺运营数据需求，包括品牌、商品、运营、用户研究等各维度需求，提交数据需求并参与数据分析、数据挖掘工作； 负责制作各类销售指标的月度、季度、年度统计报表和报告制作，并随时汇报销售动态； 基于数据分析结果，通过数据反馈、把控上线活动质量； 分析用户来源、活跃性、店铺留存/流失率、转化率等运营数据，给予各协作部门数据反馈和建议； 对运营、市场活动的数据进行挖掘和分析，对活动改进、流量/用户量提升提供数据支持； 策划安排电商部门日常活动； 完成上级安排的其他工作任务。
", 全日制本科及以上学历，统计、经济、商业管理等相关专业； 有互联网业务数据分析、挖掘方面经验优先； 具备良好的的沟通协调能力，汇报和解决问题的能力突出； 热爱互联网行业，富有创业精神，有良好的抗压能力和充分的责任心。
583,桦洁商贸（上海）有限公司,上海,150-500人,"电商,其他",电子商务推广专员,2020-06-05 17:02:10,8k-10k,1-3年,不限," 负责付费推广整体把控，完成品牌对于天猫、京东、小红书等渠道的推广引流的规模、成本控制和流量质量把控； 根据运营部门对店铺的整体运营计划，提供优化建议，调整付费投放策略，提升UV； 负责相关渠道账户数据监控与分析，实时竞出价，把控市场动态，数据走向，制作分析投放数据报告，汇总信息效果报告； 维护CRM体系，各渠道用户培养、激活，提供用户粘性，提升复购率； 完成上级安排的其他工作任务。
", 电子商务、市场营销专业大学本科以上学历，有电商线上渠道推广经验优先； 熟练运用天猫钻展、品销宝、直通车、超级推荐、京准通等各种推广后台； 了解电商平台的推广方式，思维清晰，具备较强的市场分析、营销推广及解决问题的能力； 有较好的审美能力，对品牌调性有良好的认知； 工作耐心、细致、认真能适应快速度发展及持续改进的工作环境，承受一定的工作压力； 具有良好的团队合作精神及语言表达、良好的沟通协调能力及综合素质，严谨的逻辑思维能力。
584,桦洁商贸（上海）有限公司,上海,150-500人,"电商,其他",电子商务修图师,2020-06-05 17:02:10,6k-8k,1-3年,大专,"1、 对摄影师拍摄的图片进行修图工作；2、 协助美工进行产品图片的调整和设计工作；3、 能独立完成单品的修图和对模特图片的美化；4、 其他上级交代的工作；
",1、 熟练操作mac，photoshop，Ai，绘图板等常规图像处理软件和工具；2、 能对单品和模特拍摄及修图有自己的见解；3、 能对时尚有自己独特见解，并且热爱摄影，有相关工作经验者优先；4、 具备较强的学习和理解能力；5、 工作踏实、诚恳、认真、负责。
585,桦洁商贸（上海）有限公司,上海,150-500人,"电商,其他",电子商务视频剪辑师,2020-06-05 17:02:10,10k-15k,3-5年,不限," 根据公司产品，负责短视频及自媒体视频的制作； 负责已有素材的剪辑优化、成片修改、整体拍摄脚本优化；  独立完成视频剪辑和后期制作，符合快时尚潮流品牌定位；  带领团队参与到视频前期脚本制作，不断优化现有拍摄模式； 完成上级安排的其他工作任务。
", 大专及以上学历；相关品牌行业3年以上工作经验 ； 了解当前互联网视频的发展趋势，能独立策划适合于互联网传播的选题； 熟悉视频制作和剪辑、视频包装特效，有较强的镜头感和节奏感，有一定策划制作创意短视频的能力和个人风格； 精通视频调色，具备扎实的美术功底，对色彩敏感； 具有独立自主的学习能力，乐观开朗； 具备较强的沟通能力、思维能力、解决问题能力和抗压能力； 对时尚行业充满热情，工作认真细致，有较强的责任感、团队合作意识。
586,桦洁商贸（上海）有限公司,上海,150-500人,"电商,其他",电子商务平面设计,2020-06-05 17:02:09,6k-8k,1-3年,大专,"1、 负责每期主题促销活动图片的设计制作、页面更新及店铺的美化装修；2、 负责店铺的平面设计工作，店铺营销计划设计活动海报、商品海报等等；3、 负责并完成日常图片后期处理和商品上传，上架等维护工作；4、 公司商城、店铺日常设计维护及更新；
","1、 有良好平面设计和网页设计创意能力；2、 熟练操作Photoshop / Dreamweaver /Flash/coreldaw/illustrator等图形设计及网页编辑软件,会html语言；3、 有把想法转为图像表达出来能力；4、 责任心强，有团队合作精神；5、 能独立完成设计及制作任务；6、 讲求时效，能够承受工作压力，能接受不断修改图片；7、 跟进设计的变化和需求，配合编辑完成校样修改和版面调整，达到印刷标；8、 有杂志版面美术设计、排版经验；9、 具有一定的美术功底和审美能力，对色彩搭配、页面布局等有良好的意识；10、 具有高度的责任感，能够接受工作的压力和挑战，细心耐心，对美工工作有一 定的兴趣，有淘宝美工工作经验者优先。"
587,上海中彦信息科技股份有限公司,上海,500-2000人,电商,商业化活动运营经理（电商）,2020-06-05 16:48:05,18k-35k,3-5年,本科,"1.有3年以上快消电商平台活动运营、文案策划经验，熟悉各种电商营销方式； 
2.具有良好的活动策划，熟悉互联网的商业模式和用户行为习惯及用户需求，善于挖掘和利用用户数据； 
3.有较强的组织能力、逻辑思维分析能力以及解决问题的能力； 
4.性格开朗、善于沟通，能承受较大的工作压力，具有团队协作能力。 
5.热爱生活，追求时尚，懂得享",
588,桦洁商贸（上海）有限公司,上海,150-500人,"电商,其他",电子商务修图师,2020-06-05 17:02:10,8k-10k,1-3年,大专," 负责对公司摄影师拍摄的产品图片、模特图片等作品的后期修图工作； 与SG摄影师对接，协助新加坡总部进行产品图片的调整和设计工作； 独立完成产品图片、模特图片的后期修图美化； 完成上级安排的其他工作任务。
", 大专及以上学历，摄影修图相关专业优先； 有摄影修图等相关工作经验者优先； 熟练操作mac，photoshop，Ai，绘图板等常规图像处理软件和工具； 具备较强的学习能力和理解能力； 对单品和模特拍摄及修图有独特的见解，对时尚行业、摄影修图工作充满热情，工作认真细致，有较强的责任感、团队合作意识。
589,上海基分文化传播有限公司,上海,500-2000人,文娱丨内容,产品经理（电商商品端）,2020-06-05 10:24:58,25k-45k,5-10年,本科,1，独立负责平台商品线相关产品的设计规划，包括但不限于商品录入，信息审核，平台管控等后台产品2，熟悉产品设计工具，能独立完产品设计，并输出产品PRD文档和交互原型3，与技术，运营部门密切沟通合作，持续跟踪需求进度，确保产品需求的如期完成,1，3年以上互联网电商产品经验，有平台型电商商品管理项目经验，熟悉商品底层数据结构2，熟悉产品设计工作流程，具有良好的产品分析和设计思路，出色的逻辑分析能力，3，出色的沟通表达能力，善于思考，善于沟通和团队协作
590,上海商帆信息科技有限公司,上海,150-500人,移动互联网,天猫电商运营,2020-06-05 10:55:37,8k-10k,3-5年,大专,"1. 精通天猫店铺的运营和盈利模式，服装行业优先；
2. 熟悉天猫各项规定与操作流程，及实际运营经验；
3. 3年以上淘宝天猫服饰运营经验；
4. 有较强的数据分析，敏锐的市场洞察力与反应力；
5. 具有良好的沟通协调能力，具有良好学习能力；
6. 执行力强，思路清晰，有良好的抗",
591,上海汉跃文化传媒有限公司,上海,150-500人,广告营销,高级创意策划经理- 电商向,2020-06-05 09:19:51,20k-30k,5-10年,大专,"1、项目策划负责客户开发、前期项目谈判中的策划支持工作。
2 、项目策划日常工作包括","1） 参与客户的初步接触，辅助了解客户情况并转化为与我司业务相关的客户需求，迅速准确的传达给后台团队；
2） 根据实际需求组织产品、项目策划团队讨论、形成相应的资源推荐案，并最终整合为定制化的客户需求解决方案；
3） 协助前端进行客户提案，并最终达成项目合作
4） 负责服务阿里平台客户+阿里平台商户客户，快速响应客户campaign创意策划要求，并负责协调设计和文案完成执行。
5） 带领策划团队相应客户需求的其他策划协助
 
岗位要求"
592,上海赢丰电子商务有限公司,上海,150-500人,电商,京东电商运营,2020-06-05 09:53:42,8k-13k,1-3年,不限,"经销商 品牌授权经营 （不是TP公司）
公司主营小家电和保健器材，","苏泊尔、艾美特、南极人，交通便捷（13号线金沙江西路4号口出）
岗位待遇"
593,虎扑（上海）文化传播股份有限公司,上海,500-2000人,"移动互联网,文娱丨内容",电商招商专员,2020-06-04 17:42:29,6k-10k,不限,不限,"1、负责接洽鞋服类电商行业客户，开发客户意向，并完成对接入驻
2、分析客户需求，总结市场、行业特征及规律，开发客户需求及资源
3、完成每月业绩目标。
","1、大专及以上学历；
2、电商行业资源丰富者优先，鞋服类电商平台经验优先；
3、能够正确理解销售的本质，沟通能力强，理解能力强。"
594,虎扑（上海）文化传播股份有限公司,上海,500-2000人,"移动互联网,文娱丨内容",高级UI设计师/UED设计师（电商）,2020-06-04 17:42:29,15k-25k,3-5年,本科,"1、3年及以上移动产品UI设计经验或1年以上移动产品交互设计经验；
2、具有业务思维，能够根据业务目标思考如何制定设计方案；
2、能够在设计过程中时，横向考虑其他可能因素（业务因素，连带问题，未来扩展等）；
3、具备较好的沟通能力，有在团队中分享设计案例及设计经验的案例；能在跨领域团队中能传达设计思想，具有说服力；
4、热爱设计，拥有宽广的行业如平面设计、UI设计、互联网等视野与时尚的审美标准； 
5.、必须提供设计作品集（必备",
595,上海喔噻互联网科技有限公司,上海,500-2000人,移动互联网,文案策划（电商）,2020-06-04 17:32:08,6k-12k,1-3年,本科,"1、 负责电商平台产品卖点提炼、电商文案撰写，把控产品、内容的整体调性；
2、 负责电商文案，活动文案、产品宣传文案、视频脚本等多种形式的文案策划
3、 负责公众号的粉丝互动和日常维护，增加用户活跃度
4、 参与产品推广全案策划，图文、视频等多种宣传形式融入其中
5、 参与并协助新媒体平台（微信、抖音、直播等项目）的运营与推广工作
6、 协助支持团队其他工作事宜
我","1、 有2年以上新媒体、互联网电商基础经验优先，全日制本科学历，广告学、市场营销、新闻传媒专业者优先。
2、 有独立提炼把控产品卖点、细节的能力，提高用户活跃度和黏性。
3、 深度洞察力，脑洞爆棚、段子手、热爱购物，对热点信息敏感，熟悉新媒体营销，有良好的文案功底。
4、 工作主动性强，责任感强，有目标导向意识，团队协作精神。
5、 具一定美学意识、擅长PHOTOSHOP等图片或视频处理软件者优先
6、 有一定的数据分析能力
7、 有激情、有活力，思维活跃，善于沟通。
我们的公众号"
596,上海喔噻互联网科技有限公司,上海,500-2000人,移动互联网,电商客服（积分商城）,2020-06-04 17:32:07,5k-6k,1-3年,大专,"1.erp商品管理
（1）采购入库单及库存维护更新
（2）商品erp建档
（3）电商系统商品对应关系增、减、删、改
（4）物流系统商品关系维护
2.仓库物流
（1）核查仓库物流供应商出现的错发、漏发、破损等情况
（2）核定月结账单
（3）库存盘点
（4）优化仓库物流各环节以降低成本
3.发货
（1）处理每日订单流转至各供应商仓库
（2）处理物流信息回传
4.售后
商品退换货、退款处理
我","1、大专及以上学历，1年以上相关工作经验;
2、有电商相关客服经验优先考虑;
3、熟练使用office软件;
4、沟通表达能力强，逻辑思维严谨，工作态度开放主动，有责任心。"
597,上海喔噻互联网科技有限公司,上海,500-2000人,移动互联网,电商采购主管,2020-06-04 17:32:07,8k-15k,3-5年,本科,"1.新供应商寻找，资料收集及开发工作，管理供应商和采购渠道，完善品类结构；
2.价格质量控管，对供应商市调谈判，参与产品的询价、比价、议价工作并做好成本拆分；
3.参与公司预算编制，进行采购、库存、品类预算的控制及调整，有效控制成本，完成对所
属产品线供应链优化；
4.拟定采购协议，采购资料存档管理，负责应付款的统计与审查工作，汇总后向上级汇报；
5.完成领导安排的其他工作。
我们","1、本科以上学历，具有3年以上电商或零售行业采购经验；
2、熟悉采购原理及成本控制，具备优秀的合同谈判和签约能力；
3、具有电商行业或传统零售行业经验及采购渠道资源优先考虑；
4、具有良好部门内和跨部门的协调沟通能力，团队协作能力，具备较强的职业道德素质。"
598,耀方信息技术（上海）有限公司,上海,500-2000人,"移动互联网,电商",产品经理（电商）,2020-06-04 14:53:24,15k-25k,1-3年,本科,"1、你将负责集团供应链平台采购端（采购,库存管理，进销存，智能补货）的产品方案设计，重大项目的推动与资源协调
2、你将与业务方、运营方进行调研，归纳总结业务流程，并提出场景化改进建议，同时给出匹配的系统可实施的产品方案。
3、你将依据公司供应链的总体战略、产品规划和项目需求，负责和指导相关系统各个功能模块的详细产品需求文档的编写
4、你将负责日常业务数据分析，对数据进一步加工及挖掘，反馈数据指标间关联信息指导业务决策计划实施
","1、全日制本科以上学历，5年以上产品经理工作经验
2、有采购管理、供应商管理领域相关经验
3、有较强的分析能力，能够从业务视角、产品视角出发进行综合分析，给出可落地的产品解决方案；
4、思维严密，富有创意，态度积极，有良好的团队意识和协作精神，有较强的沟通能力和团队协作能力 ，善于跨部门组织和协调资源；"
599,上海米哈游网络科技股份有限公司,上海,500-2000人,"移动互联网,游戏",电商客服 (MJ000845),2020-06-04 20:17:32,4k-6k,1-3年,不限,"1. 熟悉天猫、淘宝等网店铺订单流程；通过在线聊天工具在线导购，解答客户对产品和购买服务的疑问、接待客户、推销产品、促成订单成交；
2、参与网店促销推广活动，提高网店浏览量与销售业绩；
3、协调管理第三方仓库运作团队，确保收货、包装、发货等流程正常进行；
4、处理日常客户订单售前咨询及售后的跟踪服务；
5、负责收集、汇总网络客户基本信息、问题、要求、协助建立客户档案；
6、负责客服部门与项目组的任务交接和跟进；


","1、专科及以上学历；
2、有丰富天猫客服岗位经验，物流仓储工作经验或电子商务公司仓管经验者优先考虑；
3、熟悉物流仓储作业流程，熟悉相关物流设备的使用和维护规范，有ERP系统操作经验者优先考虑；
4、较强的解决问题和沟通协调能力，熟练使用基本的办公管理软件；
5、具备较强的责任心和团队精神，能吃苦耐劳，能承受一定工作压力。"
600,虎扑（上海）文化传播股份有限公司,上海,500-2000人,"移动互联网,文娱丨内容",电商运营实习 (MJ000309),2020-06-04 17:42:31,2k-3k,应届毕业生,本科,"1、学习和参与从产品开发、日常运营、到市场营销各方面的工作
2、处理运营日常数据，参与数据整理和分析的相关工作
3、协助完成经理交代的其他工作任务
 
 ","1、大二、大三，研一研二在读大学生，英语基础佳，有较好的沟通读写能力，英语4级（含）以上；
2、熟练使用PS,AI画图工具
3、对电商和潮流行业有浓厚兴趣，并且以此作为自己职业发展目标；
4、团队合作意识强、擅于沟通、责任心强、踏实肯干、诚实敬业；
5、每周至少能工作3天以上"
601,上海寻梦信息技术有限公司,上海,2000人以上,"电商,移动互联网",电商投放优化师,2020-06-03 14:56:17,15k-30k,3-5年,本科,"1、负责拼多多在站外如腾讯、头条、抖音等媒体的流量采买及广告效果优化；
2、负责输出广告素材的文案与创意，并与设计沟通完成广告素材；
3、负责搭建广告账户，上传广告，监控广告投放效果，根据消耗、ROI等核心指标定制有效的投放策略并落地；
4、负责制定广告出价策略，并与研发一起针对性的落地执行。
 
","1、三年以上广告投放经验，熟悉广点通/巨量引擎等国内主流广告平台有成功案例经验者优先，有电商背景优先；
2、熟练使用办公软件，有基本的数据分析能力；
3、有责任心，沟通能力强。"
